-1,0,1,6,10,20,30,35,40,45,53,60,68,75,83,90,98,105,114,123,132,141,150,159,168,180,192,204,216,228,240,252,264,276,288,300,322,344,366,388,410,432,454,476,511,546,581,616,651,686,736,786,801
0.3125,0.012,0.012,0.0104,0.0099,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0012,0.0012,0.0012,0.0011
0.34375,0.012,0.012,0.0104,0.0099,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0012,0.0012,0.0012,0.0011
0.375,0.012,0.012,0.0104,0.0099,0.0084,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0012,0.0012,0.0012
0.40625,0.012,0.012,0.0107,0.0102,0.0087,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0012,0.0012,0.0012
0.4375,0.012,0.012,0.0107,0.0102,0.0087,0.0082,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0012,0.0012
0.46875,0.012,0.012,0.0108,0.0103,0.0088,0.0083,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0012,0.0012
0.5,0.012,0.012,0.0108,0.0103,0.0088,0.0083,0.008,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0012
0.53125,0.012,0.012,0.0109,0.0104,0.0089,0.0084,0.0081,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0012
0.5625,0.012,0.012,0.011,0.0105,0.009,0.0085,0.0082,0.007,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013
0.59375,0.012,0.012,0.011,0.0105,0.009,0.0085,0.0082,0.007,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013
0.625,0.012,0.012,0.0111,0.0106,0.0091,0.0086,0.0083,0.0071,0.0066,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013
0.65625,0.012,0.012,0.0111,0.0106,0.0091,0.0086,0.0083,0.0071,0.0066,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013
0.6875,0.012,0.012,0.0112,0.0107,0.0092,0.0087,0.0084,0.0072,0.0067,0.0062,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013
0.71875,0.012,0.012,0.0113,0.0108,0.0093,0.0088,0.0085,0.0073,0.0068,0.0063,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013
0.75,0.012,0.012,0.0113,0.0108,0.0093,0.0088,0.0085,0.0073,0.0068,0.0063,0.0058,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014
0.78125,0.012,0.012,0.0114,0.0109,0.0094,0.0089,0.0086,0.0074,0.0069,0.0064,0.0059,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014
0.8125,0.012,0.012,0.0114,0.0109,0.0094,0.0089,0.0086,0.0074,0.0069,0.0064,0.0059,0.0054,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014
0.84375,0.012,0.012,0.0115,0.011,0.0095,0.009,0.0087,0.0075,0.007,0.0065,0.006,0.0055,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014
0.875,0.012,0.012,0.0116,0.0111,0.0096,0.0091,0.0088,0.0076,0.0071,0.0066,0.0061,0.0056,0.0051,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014
0.90625,0.012,0.012,0.0116,0.0111,0.0096,0.0091,0.0088,0.0076,0.0071,0.0066,0.0061,0.0056,0.0051,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014
0.9375,0.012,0.012,0.0117,0.0112,0.0097,0.0092,0.0089,0.0077,0.0072,0.0067,0.0062,0.0057,0.0052,0.0047,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015
0.96875,0.012,0.012,0.0117,0.0112,0.0097,0.0092,0.0089,0.0077,0.0072,0.0067,0.0062,0.0057,0.0052,0.0047,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015
1,0.012,0.012,0.0118,0.0113,0.0098,0.0093,0.009,0.0078,0.0073,0.0068,0.0063,0.0058,0.0053,0.0048,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015
