-1,0,1,6,10,20,30,35,40,45,53,60,68,75,83,90,98,105,114,123,132,141,150,159,168,180,192,204,216,228,240,252,264,276,288,300,322,344,366,388,410,432,454,476,511,546,581,616,651,686,736,786,801
0.03125,0.012,0.012,0.009,0.008,0.008,0.006,0.005,0.004,0.0039,0.0038,0.0037,0.0036,0.0035,0.0034,0.0033,0.0032,0.0031,0.003,0.0029,0.0028,0.0027,0.0026,0.0025,0.0024,0.0023,0.0022,0.0021,0.002,0.0019,0.0018,0.0017,0.0016,0.0015,0.0014,0.0013,0.0012,0.0011,0.001,0.0008,0.0008,0.0008,0.0008,0.0008,0.0007,0.0007,0.0007,0.0007,0.0007,0.0006,0.0006,0.0006,0.0006
0.0625,0.012,0.012,0.01,0.0095,0.008,0.0077,0.0072,0.006,0.0055,0.005,0.0045,0.004,0.0035,0.003,0.0025,0.0023,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0015,0.0015,0.0014,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0013,0.0012,0.0012,0.0012,0.0011,0.0011,0.0011,0.001,0.001,0.0009,0.0009,0.0009,0.0008,0.0008,0.0008,0.0007
0.09375,0.012,0.012,0.0101,0.0096,0.0081,0.0078,0.0075,0.0072,0.0069,0.0066,0.0063,0.006,0.0057,0.0055,0.0052,0.005,0.0048,0.0046,0.0043,0.0041,0.0039,0.0036,0.0034,0.0032,0.0029,0.0027,0.0025,0.0023,0.002,0.0018,0.0016,0.0013,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0013,0.0012,0.0012,0.0011,0.0011,0.0011,0.001,0.001,0.001,0.0009,0.0009,0.0009,0.0008,0.0008
0.125,0.012,0.012,0.0101,0.0096,0.0081,0.0078,0.0075,0.0072,0.0069,0.0066,0.0063,0.006,0.0057,0.0055,0.0052,0.005,0.0048,0.0046,0.0043,0.0041,0.0039,0.0036,0.0034,0.0032,0.0029,0.0027,0.0025,0.0023,0.002,0.0018,0.0016,0.0013,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0013,0.0012,0.0012,0.0011,0.0011,0.0011,0.001,0.001,0.001,0.0009,0.0009,0.0009,0.0008,0.0008
0.15625,0.012,0.012,0.0101,0.0096,0.0081,0.0078,0.0075,0.0072,0.0069,0.0066,0.0063,0.006,0.0057,0.0055,0.0052,0.005,0.0048,0.0046,0.0043,0.0041,0.0039,0.0036,0.0034,0.0032,0.0029,0.0027,0.0025,0.0023,0.002,0.0018,0.0016,0.0013,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0013,0.0012,0.0012,0.0011,0.0011,0.0011,0.001,0.001,0.001,0.0009,0.0009,0.0009,0.0008,0.0008
0.1875,0.012,0.012,0.0101,0.0096,0.0081,0.0078,0.0075,0.0072,0.0069,0.0066,0.0063,0.006,0.0057,0.0055,0.0052,0.005,0.0048,0.0046,0.0043,0.0041,0.0039,0.0036,0.0034,0.0032,0.0029,0.0027,0.0025,0.0023,0.002,0.0018,0.0016,0.0013,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0013,0.0012,0.0012,0.0011,0.0011,0.0011,0.001,0.001,0.001,0.0009,0.0009,0.0009,0.0008,0.0008
0.21875,0.012,0.012,0.0103,0.0098,0.0083,0.0078,0.0075,0.0072,0.0069,0.0066,0.0063,0.0061,0.0058,0.0055,0.0053,0.0051,0.0049,0.0047,0.0044,0.0042,0.004,0.0038,0.0036,0.0034,0.0032,0.003,0.0028,0.0026,0.0023,0.0021,0.0019,0.0017,0.0015,0.0014,0.0014,0.0013,0.0013,0.0013,0.0013,0.0012,0.0012,0.0011,0.0011,0.0011,0.001,0.001,0.001,0.0009,0.0009,0.0009,0.0008,0.0008
0.25,0.012,0.012,0.0104,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0012,0.0012,0.0012,0.0011,0.0011
0.28125,0.012,0.012,0.0104,0.0099,0.0084,0.0079,0.0076,0.0073,0.007,0.0068,0.0065,0.0062,0.0059,0.0056,0.0054,0.0051,0.0049,0.0046,0.0043,0.004,0.0038,0.0035,0.0032,0.0029,0.0026,0.0019,0.0019,0.0018,0.0018,0.0018,0.0018,0.0017,0.0017,0.0017,0.0017,0.0016,0.0016,0.0016,0.0016,0.0015,0.0015,0.0014,0.0014,0.0014,0.0013,0.0013,0.0013,0.0012,0.0012,0.0012,0.0011,0.0011
